studentNumber,password,name,statusId,roleId,birthDate,gender,address,departmentId,international,phoneNumber,grade
2200107,TempPass123!,Student2200107,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,25,False,101755081,2
2200474,TempPass123!,Student2200474,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,27,False,104941919,2
2200674,TempPass123!,Student2200674,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,28,False,104973189,2
2200037,TempPass123!,Student2200037,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,29,False,104592268,2
2200805,TempPass123!,Student2200805,1,1,2022-03-01,M,전라북도 부안군 변산면 해수욕장길 12,30,False,107349799,2
2200957,TempPass123!,Student2200957,1,1,2022-03-01,M,전라북도 정읍시 칠보면 정읍로 33,31,False,106901990,2
2200426,TempPass123!,Student2200426,1,1,2022-03-01,M,서울특별시 종로구 세종로 1,32,False,109962235,2
2200260,TempPass123!,Student2200260,1,1,2022-03-01,M,전라북도 장수군 장수읍 약수로 31,33,False,108976003,2
2200234,TempPass123!,Student2200234,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,35,False,107713953,2
2200389,TempPass123!,Student2200389,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,36,False,104725862,2
2200579,TempPass123!,Student2200579,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,39,False,102319843,2
2200304,TempPass123!,Student2200304,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,40,False,103636782,2
2200613,TempPass123!,Student2200613,1,1,2022-03-01,M,서울특별시 종로구 세종로 1,42,False,107756723,2
2200278,TempPass123!,Student2200278,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,43,False,103905126,2
2200199,TempPass123!,Student2200199,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,44,False,103224758,2
2200364,TempPass123!,Student2200364,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,45,False,105941898,2
2200193,TempPass123!,Student2200193,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,46,False,109397247,2
2200022,TempPass123!,Student2200022,1,1,2022-03-01,M,광주광역시 북구 효천로 101,47,False,106329489,2
2200469,TempPass123!,Student2200469,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,48,False,107512138,2
2200523,TempPass123!,Student2200523,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,50,False,105571968,2
2200874,TempPass123!,Student2200874,1,1,2022-03-01,M,서울특별시 종로구 세종로 1,51,False,102510892,2
2200970,TempPass123!,Student2200970,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,52,False,104923924,2
2200636,TempPass123!,Student2200636,1,1,2022-03-01,M,전라북도 고창군 심원면 고창로 9,53,False,107632545,2
2200489,TempPass123!,Student2200489,1,1,2022-03-01,M,전라북도 정읍시 칠보면 정읍로 33,1,False,105491154,2
2200852,TempPass123!,Student2200852,1,1,2022-03-01,M,전라북도 남원시 금동로 5,4,False,104462999,2
2200460,TempPass123!,Student2200460,1,1,2022-03-01,M,전라북도 장수군 장수읍 약수로 31,5,False,104003146,2
2200311,TempPass123!,Student2200311,1,1,2022-03-01,M,충청남도 보령시 대천4동 해수욕장로 8,6,False,102282163,2
2200280,TempPass123!,Student2200280,1,1,2022-03-01,M,충청남도 논산시 강경읍 논산로 14,7,False,102796115,2
2200610,TempPass123!,Student2200610,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,9,False,107292489,2
2200276,TempPass123!,Student2200276,1,1,2022-03-01,M,전라북도 고창군 심원면 고창로 9,10,False,103905314,2
2200407,TempPass123!,Student2200407,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,11,False,107782822,2
2200045,TempPass123!,Student2200045,1,1,2022-03-01,M,전라북도 군산시 대학로 120,12,False,108610048,2
2200242,TempPass123!,Student2200242,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,13,False,108809256,2
2200525,TempPass123!,Student2200525,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,14,False,106145555,2
2200933,TempPass123!,Student2200933,1,1,2022-03-01,M,충청남도 논산시 강경읍 논산로 14,15,False,102797456,2
2200289,TempPass123!,Student2200289,1,1,2022-03-01,M,충청남도 보령시 대천4동 해수욕장로 8,16,False,105958219,2
2200456,TempPass123!,Student2200456,1,1,2022-03-01,M,광주광역시 북구 효천로 101,17,False,108249860,2
2200151,TempPass123!,Student2200151,1,1,2022-03-01,M,전라북도 익산시 금마면 조촌길 10,18,False,108958588,2
2200887,TempPass123!,Student2200887,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,19,False,106114057,2
2200998,TempPass123!,Student2200998,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,20,False,104272846,2
2200385,TempPass123!,Student2200385,1,1,2022-03-01,M,전라북도 부안군 변산면 해수욕장길 12,22,False,106518407,2
2200352,TempPass123!,Student2200352,1,1,2022-03-01,M,전라북도 군산시 대학로 120,23,False,104999827,2
2200272,TempPass123!,Student2200272,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,24,False,103891814,2
2200881,TempPass123!,Student2200881,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,25,False,109280010,2
2200452,TempPass123!,Student2200452,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,26,False,109841859,2
2200488,TempPass123!,Student2200488,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,27,False,106987298,2
2200601,TempPass123!,Student2200601,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,28,False,107433606,2
2200661,TempPass123!,Student2200661,1,1,2022-03-01,M,전라북도 군산시 대학로 120,29,False,107975565,2
2200197,TempPass123!,Student2200197,1,1,2022-03-01,M,전라북도 정읍시 칠보면 정읍로 33,33,False,102912334,2
2200246,TempPass123!,Student2200246,1,1,2022-03-01,M,전라북도 익산시 금마면 조촌길 10,34,False,102108096,2
2200131,TempPass123!,Student2200131,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,35,False,102076406,2
2200186,TempPass123!,Student2200186,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,36,False,101605597,2
2200611,TempPass123!,Student2200611,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,39,False,103867331,2
2200790,TempPass123!,Student2200790,1,1,2022-03-01,M,광주광역시 북구 효천로 101,40,False,102975443,2
2200370,TempPass123!,Student2200370,1,1,2022-03-01,M,전라북도 남원시 금동로 5,41,False,103931929,2
2200283,TempPass123!,Student2200283,1,1,2022-03-01,M,전라북도 군산시 대학로 120,42,False,108107321,2
2200506,TempPass123!,Student2200506,1,1,2022-03-01,M,전라북도 장수군 장수읍 약수로 31,43,False,107239256,2
2200708,TempPass123!,Student2200708,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,44,False,102953532,2
2200244,TempPass123!,Student2200244,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,47,False,109817684,2
2200069,TempPass123!,Student2200069,1,1,2022-03-01,M,전라북도 정읍시 칠보면 정읍로 33,48,False,102021614,2
2200856,TempPass123!,Student2200856,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,49,False,109654810,2
2200623,TempPass123!,Student2200623,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,50,False,109566385,2
2200080,TempPass123!,Student2200080,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,51,False,107587293,2
2200930,TempPass123!,Student2200930,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,52,False,102843921,2
2200446,TempPass123!,Student2200446,1,1,2022-03-01,M,대구광역시 중구 동성로 5,2,False,105565698,2
2200854,TempPass123!,Student2200854,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,3,False,109024498,2
2200756,TempPass123!,Student2200756,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,4,False,101429753,2
2200255,TempPass123!,Student2200255,1,1,2022-03-01,M,전라북도 정읍시 칠보면 정읍로 33,5,False,104592898,2
2200055,TempPass123!,Student2200055,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,7,False,108425086,2
2200741,TempPass123!,Student2200741,1,1,2022-03-01,M,충청남도 보령시 대천4동 해수욕장로 8,8,False,101150291,2
2200534,TempPass123!,Student2200534,1,1,2022-03-01,M,충청남도 보령시 대천4동 해수욕장로 8,10,False,109459872,2
2200902,TempPass123!,Student2200902,1,1,2022-03-01,M,서울특별시 종로구 세종로 1,12,False,106094101,2
2200418,TempPass123!,Student2200418,1,1,2022-03-01,M,전라북도 군산시 대학로 120,13,False,105515442,2
2200317,TempPass123!,Student2200317,1,1,2022-03-01,M,대구광역시 중구 동성로 5,15,False,102954649,2
2200572,TempPass123!,Student2200572,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,16,False,109756738,2
2200492,TempPass123!,Student2200492,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,17,False,109559059,2
2200183,TempPass123!,Student2200183,1,1,2022-03-01,M,전라북도 진안군 정천면 진안로 15,18,False,102413138,2
2200120,TempPass123!,Student2200120,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,19,False,105923414,2
2200287,TempPass123!,Student2200287,1,1,2022-03-01,M,대구광역시 중구 동성로 5,22,False,104563390,2
2200168,TempPass123!,Student2200168,1,1,2022-03-01,M,전라북도 김제시 검산동 3길 5,26,False,108823406,2
2200639,TempPass123!,Student2200639,1,1,2022-03-01,M,대구광역시 중구 동성로 5,28,False,108697007,2
2200431,TempPass123!,Student2200431,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,30,False,108495421,2
2200788,TempPass123!,Student2200788,1,1,2022-03-01,M,전라북도 익산시 금마면 조촌길 10,31,False,109293453,2
2200191,TempPass123!,Student2200191,1,1,2022-03-01,M,광주광역시 북구 효천로 101,32,False,101927474,2
2200284,TempPass123!,Student2200284,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,33,False,101782751,2
2200330,TempPass123!,Student2200330,1,1,2022-03-01,M,전라북도 군산시 대학로 120,34,False,102076008,2
2200758,TempPass123!,Student2200758,1,1,2022-03-01,M,충청남도 논산시 강경읍 논산로 14,37,False,101608326,2
2200170,TempPass123!,Student2200170,1,1,2022-03-01,M,대구광역시 중구 동성로 5,39,False,108868672,2
2200690,TempPass123!,Student2200690,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,40,False,108658444,2
2200677,TempPass123!,Student2200677,1,1,2022-03-01,M,전라북도 김제시 검산동 3길 5,41,False,109312529,2
2200820,TempPass123!,Student2200820,1,1,2022-03-01,M,전라북도 진안군 정천면 진안로 15,45,False,109141564,2
2200907,TempPass123!,Student2200907,1,1,2022-03-01,M,전라북도 김제시 검산동 3길 5,46,False,108506937,2
2200344,TempPass123!,Student2200344,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,47,False,108533860,2
2200293,TempPass123!,Student2200293,1,1,2022-03-01,M,인천광역시 연수구 송도동,48,False,103165079,2
2200614,TempPass123!,Student2200614,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,49,False,106467678,2
2200397,TempPass123!,Student2200397,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,51,False,101177440,2
2200640,TempPass123!,Student2200640,1,1,2022-03-01,M,충청남도 논산시 강경읍 논산로 14,52,False,102078727,2
2200947,TempPass123!,Student2200947,1,1,2022-03-01,M,전라북도 남원시 금동로 5,53,False,106122851,2
2200125,TempPass123!,Student2200125,1,1,2022-03-01,M,전라북도 남원시 금동로 5,2,False,108757539,2
2200927,TempPass123!,Student2200927,1,1,2022-03-01,M,광주광역시 북구 효천로 101,3,False,105294365,2
2200356,TempPass123!,Student2200356,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,5,False,101493848,2
2200972,TempPass123!,Student2200972,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,6,False,108489359,2
2200012,TempPass123!,Student2200012,1,1,2022-03-01,M,전라북도 고창군 심원면 고창로 9,7,False,106873819,2
2200967,TempPass123!,Student2200967,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,8,False,101092254,2
2200997,TempPass123!,Student2200997,1,1,2022-03-01,M,인천광역시 연수구 송도동,9,False,102597748,2
2200229,TempPass123!,Student2200229,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,10,False,107820344,2
2200844,TempPass123!,Student2200844,1,1,2022-03-01,M,전라북도 김제시 검산동 3길 5,11,False,108179484,2
2200066,TempPass123!,Student2200066,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,12,False,109788931,2
2200378,TempPass123!,Student2200378,1,1,2022-03-01,M,광주광역시 북구 효천로 101,13,False,108334877,2
2200439,TempPass123!,Student2200439,1,1,2022-03-01,M,인천광역시 연수구 송도동,14,False,103218110,2
2200449,TempPass123!,Student2200449,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,15,False,105858566,2
2200141,TempPass123!,Student2200141,1,1,2022-03-01,M,부산광역시 해운대구 우동 1408,16,False,109196503,2
2200117,TempPass123!,Student2200117,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,17,False,102663637,2
2200571,TempPass123!,Student2200571,1,1,2022-03-01,M,대구광역시 중구 동성로 5,18,False,108617131,2
2200292,TempPass123!,Student2200292,1,1,2022-03-01,M,전라북도 장수군 장수읍 약수로 31,19,False,109694198,2
2200340,TempPass123!,Student2200340,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,20,False,103122427,2
2200447,TempPass123!,Student2200447,1,1,2022-03-01,M,인천광역시 연수구 송도동,22,False,107381269,2
2200294,TempPass123!,Student2200294,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,24,False,104449464,2
2200374,TempPass123!,Student2200374,1,1,2022-03-01,M,전라북도 부안군 변산면 해수욕장길 12,25,False,106021420,2
2200480,TempPass123!,Student2200480,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,26,False,108207875,2
2200885,TempPass123!,Student2200885,1,1,2022-03-01,M,대구광역시 중구 동성로 5,27,False,103627720,2
2200078,TempPass123!,Student2200078,1,1,2022-03-01,M,전라북도 군산시 대학로 120,28,False,108488441,2
2200145,TempPass123!,Student2200145,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,31,False,109045019,2
2200064,TempPass123!,Student2200064,1,1,2022-03-01,M,부산광역시 해운대구 우동 1408,32,False,109257794,2
2200232,TempPass123!,Student2200232,1,1,2022-03-01,M,전라북도 고창군 심원면 고창로 9,33,False,104956234,2
2200698,TempPass123!,Student2200698,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,34,False,103214544,2
2200606,TempPass123!,Student2200606,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,35,False,109237682,2
2200051,TempPass123!,Student2200051,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,36,False,102148729,2
2200044,TempPass123!,Student2200044,1,1,2022-03-01,M,대구광역시 중구 동성로 5,38,False,102098373,2
2200720,TempPass123!,Student2200720,1,1,2022-03-01,M,전라북도 진안군 정천면 진안로 15,39,False,103378724,2
2200664,TempPass123!,Student2200664,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,43,False,104769224,2
2200570,TempPass123!,Student2200570,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,44,False,108168273,2
2200071,TempPass123!,Student2200071,1,1,2022-03-01,M,전라북도 김제시 검산동 3길 5,45,False,107900069,2
2200089,TempPass123!,Student2200089,1,1,2022-03-01,M,전라북도 부안군 변산면 해수욕장길 12,47,False,107099732,2
2200382,TempPass123!,Student2200382,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,48,False,105903506,2
2200838,TempPass123!,Student2200838,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,49,False,105748832,2
2200861,TempPass123!,Student2200861,1,1,2022-03-01,M,충청남도 보령시 대천4동 해수욕장로 8,50,False,109030577,2
2200608,TempPass123!,Student2200608,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,52,False,101852878,2
2200840,TempPass123!,Student2200840,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,53,False,108413434,2
2200252,TempPass123!,Student2200252,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,2,False,104951053,2
2200935,TempPass123!,Student2200935,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,3,False,106279083,2
2200052,TempPass123!,Student2200052,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,4,False,106861235,2
2200209,TempPass123!,Student2200209,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,5,False,109191258,2
2200202,TempPass123!,Student2200202,1,1,2022-03-01,M,전라북도 익산시 금마면 조촌길 10,7,False,103597564,2
2200825,TempPass123!,Student2200825,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,9,False,105821888,2
2200214,TempPass123!,Student2200214,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,12,False,103665744,2
2200875,TempPass123!,Student2200875,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,13,False,105773440,2
2200114,TempPass123!,Student2200114,1,1,2022-03-01,M,전라북도 군산시 대학로 120,14,False,105652000,2
2200184,TempPass123!,Student2200184,1,1,2022-03-01,M,서울특별시 종로구 세종로 1,15,False,106816237,2
2200764,TempPass123!,Student2200764,1,1,2022-03-01,M,인천광역시 연수구 송도동,16,False,107557422,2
2200578,TempPass123!,Student2200578,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,17,False,102574774,2
2200400,TempPass123!,Student2200400,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,18,False,107806394,2
2200108,TempPass123!,Student2200108,1,1,2022-03-01,M,충청남도 논산시 강경읍 논산로 14,19,False,101598354,2
2200463,TempPass123!,Student2200463,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,21,False,109558737,2
2200638,TempPass123!,Student2200638,1,1,2022-03-01,M,부산광역시 해운대구 우동 1408,22,False,109290908,2
2200098,TempPass123!,Student2200098,1,1,2022-03-01,M,서울특별시 종로구 세종로 1,23,False,108364298,2
2200150,TempPass123!,Student2200150,1,1,2022-03-01,M,대구광역시 중구 동성로 5,24,False,106698993,2
2200942,TempPass123!,Student2200942,1,1,2022-03-01,M,전라북도 진안군 정천면 진안로 15,26,False,105130754,2
2200735,TempPass123!,Student2200735,1,1,2022-03-01,M,전라북도 전주시 완산구 중앙로 50,27,False,106807281,2
2200200,TempPass123!,Student2200200,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,28,False,109442569,2
2200451,TempPass123!,Student2200451,1,1,2022-03-01,M,전라북도 정읍시 칠보면 정읍로 33,31,False,108279990,2
2200812,TempPass123!,Student2200812,1,1,2022-03-01,M,전라북도 전주시 완산구 중앙로 50,32,False,106482111,2
2200641,TempPass123!,Student2200641,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,33,False,105632344,2
2200490,TempPass123!,Student2200490,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,34,False,103183388,2
2200888,TempPass123!,Student2200888,1,1,2022-03-01,M,전라북도 진안군 정천면 진안로 15,35,False,103860272,2
2200416,TempPass123!,Student2200416,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,39,False,107346294,2
2200455,TempPass123!,Student2200455,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,40,False,104665363,2
2200673,TempPass123!,Student2200673,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,41,False,101845290,2
2200361,TempPass123!,Student2200361,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,42,False,102126455,2
2200964,TempPass123!,Student2200964,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,43,False,105304965,2
2200716,TempPass123!,Student2200716,1,1,2022-03-01,M,대구광역시 중구 동성로 5,44,False,101473665,2
2200667,TempPass123!,Student2200667,1,1,2022-03-01,M,전라북도 군산시 대학로 120,45,False,106844158,2
2200743,TempPass123!,Student2200743,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,46,False,106722204,2
2200335,TempPass123!,Student2200335,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,47,False,103472854,2
2200049,TempPass123!,Student2200049,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,49,False,102092530,2
2200208,TempPass123!,Student2200208,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,50,False,101979118,2
2200517,TempPass123!,Student2200517,1,1,2022-03-01,M,전라북도 완주군 구천면 완주로 88,52,False,106827949,2
2200654,TempPass123!,Student2200654,1,1,2022-03-01,M,서울특별시 종로구 세종로 1,2,False,103132805,2
2200178,TempPass123!,Student2200178,1,1,2022-03-01,M,전라북도 고창군 심원면 고창로 9,4,False,109215812,2
2200203,TempPass123!,Student2200203,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,5,False,104634293,2
2200909,TempPass123!,Student2200909,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,6,False,108803698,2
2200350,TempPass123!,Student2200350,1,1,2022-03-01,M,인천광역시 연수구 송도동,8,False,104508752,2
2200586,TempPass123!,Student2200586,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,9,False,106534190,2
2200435,TempPass123!,Student2200435,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,11,False,101274395,2
2200128,TempPass123!,Student2200128,1,1,2022-03-01,M,충청남도 청양군 청양읍 청양로 9,12,False,109623097,2
2200953,TempPass123!,Student2200953,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,14,False,103275836,2
2200512,TempPass123!,Student2200512,1,1,2022-03-01,M,전라북도 부안군 변산면 해수욕장길 12,15,False,105168467,2
2200316,TempPass123!,Student2200316,1,1,2022-03-01,M,충청남도 논산시 강경읍 논산로 14,17,False,109048591,2
2200205,TempPass123!,Student2200205,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,18,False,103824513,2
2200873,TempPass123!,Student2200873,1,1,2022-03-01,M,충청남도 금산군 금산읍 금산로 16,19,False,102303778,2
2200411,TempPass123!,Student2200411,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,21,False,106489890,2
2200561,TempPass123!,Student2200561,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,22,False,102080132,2
2200230,TempPass123!,Student2200230,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,23,False,106406913,2
2200226,TempPass123!,Student2200226,1,1,2022-03-01,M,전라북도 부안군 변산면 해수욕장길 12,25,False,105952309,2
2200668,TempPass123!,Student2200668,1,1,2022-03-01,M,전라북도 고창군 심원면 고창로 9,26,False,102727400,2
2200872,TempPass123!,Student2200872,1,1,2022-03-01,M,전라북도 부안군 변산면 해수욕장길 12,27,False,107442586,2
2200162,TempPass123!,Student2200162,1,1,2022-03-01,M,대구광역시 중구 동성로 5,28,False,102027483,2
2200375,TempPass123!,Student2200375,1,1,2022-03-01,M,전라북도 장수군 장수읍 약수로 31,29,False,101781760,2
2200403,TempPass123!,Student2200403,1,1,2022-03-01,M,충청남도 공주시 금성동 공주로 21,31,False,105096326,2
2200381,TempPass123!,Student2200381,1,1,2022-03-01,M,전라북도 무주군 무주읍 태권대로 18,32,False,101735721,2
2200134,TempPass123!,Student2200134,1,1,2022-03-01,M,전라북도 순창군 순창읍 원리로 27,33,False,105008223,2
2200279,TempPass123!,Student2200279,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,34,False,102421811,2
2200703,TempPass123!,Student2200703,1,1,2022-03-01,M,전라북도 김제시 검산동 3길 5,35,False,108536369,2
2200147,TempPass123!,Student2200147,1,1,2022-03-01,M,전라북도 서천군 마량면 해양로 7,36,False,105760568,2
2200269,TempPass123!,Student2200269,1,1,2022-03-01,M,전라북도 정읍시 칠보면 정읍로 33,38,False,109574087,2
2200026,TempPass123!,Student2200026,1,1,2022-03-01,M,전라북도 진안군 정천면 진안로 15,42,False,108928590,2
2200030,TempPass123!,Student2200030,1,1,2022-03-01,M,대전광역시 유성구 대학로 99,43,False,103648308,2
2200264,TempPass123!,Student2200264,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,46,False,105575683,2
2200837,TempPass123!,Student2200837,1,1,2022-03-01,M,부산광역시 해운대구 우동 1408,49,False,106392529,2
2200050,TempPass123!,Student2200050,1,1,2022-03-01,M,전라북도 임실군 성수면 임실로 22,50,False,104005002,2
2200204,TempPass123!,Student2200204,1,1,2022-03-01,M,전라북도 남원시 금동로 5,51,False,101492510,2
2200188,TempPass123!,Student2200188,1,1,2022-03-01,M,광주광역시 북구 효천로 101,52,False,106004745,2
2200787,TempPass123!,Student2200787,1,1,2022-03-01,M,충청남도 계룡시 엄사면 충청대로 33,53,False,106671084,2
2200161,TempPass123!,Student2200161,1,1,2022-03-01,M,전라북도 전주시 완산구 중앙로 50,1,False,107930590,2
2200491,TempPass123!,Student2200491,1,1,2022-03-01,M,광주광역시 북구 효천로 101,2,False,103348425,2
2200440,TempPass123!,Student2200440,1,1,2022-03-01,M,충청남도 부여군 부여읍 관북리 45,3,False,102711143,2
