studentNumber,password,name,statusId,roleId,birthDate,gender,address,departmentId,international,phoneNumber
2300017,TempPass123!,Student2300017,1,1,2023-03-01,M,충청남도 공주시 금성동 공주로 21,25,False,0109990958
2300849,TempPass123!,Student2300849,1,1,2023-03-01,M,전라북도 무주군 무주읍 태권대로 18,26,False,0109094985
2300888,TempPass123!,Student2300888,1,1,2023-03-01,F,전라북도 무주군 무주읍 태권대로 18,27,False,0104214145
2300204,TempPass123!,Student2300204,1,1,2023-03-01,F,전라북도 임실군 성수면 임실로 22,28,False,0104641291
2300236,TempPass123!,Student2300236,1,1,2023-03-01,M,전라북도 부안군 변산면 해수욕장길 12,29,False,0101166692
2300583,TempPass123!,Student2300583,1,1,2023-03-01,F,서울특별시 종로구 세종로 1,30,False,0101161330
2300739,TempPass123!,Student2300739,1,1,2023-03-01,F,전라북도 부안군 변산면 해수욕장길 12,31,False,0106165400
2300497,TempPass123!,Student2300497,1,1,2023-03-01,M,대구광역시 중구 동성로 5,32,False,0106096737
2300178,TempPass123!,Student2300178,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,33,False,0108911280
2300488,TempPass123!,Student2300488,1,1,2023-03-01,M,충청남도 계룡시 엄사면 충청대로 33,34,False,0106156019
2300066,TempPass123!,Student2300066,1,1,2023-03-01,M,부산광역시 해운대구 우동 1408,35,False,0103716161
2300845,TempPass123!,Student2300845,1,1,2023-03-01,F,충청남도 공주시 금성동 공주로 21,36,False,0107180159
2300089,TempPass123!,Student2300089,1,1,2023-03-01,F,전라북도 부안군 변산면 해수욕장길 12,37,False,0106266950
2300420,TempPass123!,Student2300420,1,1,2023-03-01,F,전라북도 순창군 순창읍 원리로 27,38,False,0107740423
2300207,TempPass123!,Student2300207,1,1,2023-03-01,M,전라북도 순창군 순창읍 원리로 27,39,False,0103158499
2300300,TempPass123!,Student2300300,1,1,2023-03-01,F,전라북도 순창군 순창읍 원리로 27,40,False,0104083208
2300544,TempPass123!,Student2300544,1,1,2023-03-01,F,전라북도 김제시 검산동 3길 5,41,False,0108202821
2300413,TempPass123!,Student2300413,1,1,2023-03-01,F,전라북도 익산시 금마면 조촌길 10,42,False,0108646588
2300324,TempPass123!,Student2300324,1,1,2023-03-01,M,서울특별시 종로구 세종로 1,43,False,0108882135
2300610,TempPass123!,Student2300610,1,1,2023-03-01,F,충청남도 보령시 대천4동 해수욕장로 8,44,False,0107257512
2300567,TempPass123!,Student2300567,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,45,False,0104568371
2300325,TempPass123!,Student2300325,1,1,2023-03-01,F,전라북도 군산시 대학로 120,46,False,0106934903
2300622,TempPass123!,Student2300622,1,1,2023-03-01,M,충청남도 금산군 금산읍 금산로 16,47,False,0104753543
2300463,TempPass123!,Student2300463,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,48,False,0104252984
2300997,TempPass123!,Student2300997,1,1,2023-03-01,F,전라북도 남원시 금동로 5,49,False,0109753254
2300721,TempPass123!,Student2300721,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,50,False,0101919591
2300582,TempPass123!,Student2300582,1,1,2023-03-01,M,전라북도 정읍시 칠보면 정읍로 33,51,False,0105696877
2300747,TempPass123!,Student2300747,1,1,2023-03-01,M,대구광역시 중구 동성로 5,52,False,0108951937
2300794,TempPass123!,Student2300794,1,1,2023-03-01,F,전라북도 진안군 정천면 진안로 15,53,False,0105737744
2300924,TempPass123!,Student2300924,1,1,2023-03-01,F,대전광역시 유성구 대학로 99,1,False,0103899488
2300646,TempPass123!,Student2300646,1,1,2023-03-01,M,충청남도 공주시 금성동 공주로 21,2,False,0105896388
2300381,TempPass123!,Student2300381,1,1,2023-03-01,F,전라북도 정읍시 칠보면 정읍로 33,3,False,0108514273
2300852,TempPass123!,Student2300852,1,1,2023-03-01,F,전라북도 무주군 무주읍 태권대로 18,4,False,0103724002
2300700,TempPass123!,Student2300700,1,1,2023-03-01,M,전라북도 익산시 금마면 조촌길 10,5,False,0106625802
2300945,TempPass123!,Student2300945,1,1,2023-03-01,F,전라북도 익산시 금마면 조촌길 10,6,False,0103695570
2300880,TempPass123!,Student2300880,1,1,2023-03-01,M,광주광역시 북구 효천로 101,7,False,0105803880
2300391,TempPass123!,Student2300391,1,1,2023-03-01,F,전라북도 김제시 검산동 3길 5,8,False,0108391157
2300884,TempPass123!,Student2300884,1,1,2023-03-01,M,전라북도 익산시 금마면 조촌길 10,9,False,0107523408
2300395,TempPass123!,Student2300395,1,1,2023-03-01,F,서울특별시 종로구 세종로 1,10,False,0108787474
2300822,TempPass123!,Student2300822,1,1,2023-03-01,F,전라북도 군산시 대학로 120,11,False,0105346526
2300231,TempPass123!,Student2300231,1,1,2023-03-01,M,전라북도 진안군 정천면 진안로 15,12,False,0104134028
2300547,TempPass123!,Student2300547,1,1,2023-03-01,M,전라북도 정읍시 칠보면 정읍로 33,13,False,0102332411
2300432,TempPass123!,Student2300432,1,1,2023-03-01,F,충청남도 부여군 부여읍 관북리 45,14,False,0109621461
2300738,TempPass123!,Student2300738,1,1,2023-03-01,M,전라북도 전주시 완산구 중앙로 50,15,False,0103780454
2300403,TempPass123!,Student2300403,1,1,2023-03-01,M,광주광역시 북구 효천로 101,16,False,0105938375
2300209,TempPass123!,Student2300209,1,1,2023-03-01,F,인천광역시 연수구 송도동,17,False,0109110459
2300478,TempPass123!,Student2300478,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,18,False,0108199663
2300780,TempPass123!,Student2300780,1,1,2023-03-01,F,충청남도 논산시 강경읍 논산로 14,19,False,0103090694
2300542,TempPass123!,Student2300542,1,1,2023-03-01,M,전라북도 익산시 금마면 조촌길 10,20,False,0101526269
2300353,TempPass123!,Student2300353,1,1,2023-03-01,M,전라북도 김제시 검산동 3길 5,21,False,0106008217
2300334,TempPass123!,Student2300334,1,1,2023-03-01,M,전라북도 고창군 심원면 고창로 9,22,False,0105786047
2300242,TempPass123!,Student2300242,1,1,2023-03-01,F,충청남도 공주시 금성동 공주로 21,23,False,0105715818
2300637,TempPass123!,Student2300637,1,1,2023-03-01,F,충청남도 계룡시 엄사면 충청대로 33,24,False,0102154157
2300043,TempPass123!,Student2300043,1,1,2023-03-01,F,전라북도 전주시 완산구 중앙로 50,25,False,0101232685
2300781,TempPass123!,Student2300781,1,1,2023-03-01,F,전라북도 부안군 변산면 해수욕장길 12,26,False,0103039408
2300456,TempPass123!,Student2300456,1,1,2023-03-01,F,전라북도 무주군 무주읍 태권대로 18,27,False,0101330145
2300996,TempPass123!,Student2300996,1,1,2023-03-01,F,전라북도 정읍시 칠보면 정읍로 33,28,False,0102698156
2300297,TempPass123!,Student2300297,1,1,2023-03-01,F,전라북도 임실군 성수면 임실로 22,29,False,0109425296
2300751,TempPass123!,Student2300751,1,1,2023-03-01,F,전라북도 순창군 순창읍 원리로 27,30,False,0103650354
2300779,TempPass123!,Student2300779,1,1,2023-03-01,F,인천광역시 연수구 송도동,31,False,0106759813
2300525,TempPass123!,Student2300525,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,32,False,0103311988
2300617,TempPass123!,Student2300617,1,1,2023-03-01,F,충청남도 부여군 부여읍 관북리 45,33,False,0105554315
2300016,TempPass123!,Student2300016,1,1,2023-03-01,F,전라북도 부안군 변산면 해수욕장길 12,34,False,0101490313
2300409,TempPass123!,Student2300409,1,1,2023-03-01,M,충청남도 금산군 금산읍 금산로 16,35,False,0101323699
2300003,TempPass123!,Student2300003,1,1,2023-03-01,F,전라북도 진안군 정천면 진안로 15,36,False,0109828449
2300551,TempPass123!,Student2300551,1,1,2023-03-01,M,충청남도 논산시 강경읍 논산로 14,37,False,0109621321
2300365,TempPass123!,Student2300365,1,1,2023-03-01,F,충청남도 보령시 대천4동 해수욕장로 8,38,False,0102069365
2300914,TempPass123!,Student2300914,1,1,2023-03-01,F,충청남도 공주시 금성동 공주로 21,39,False,0106563472
2300839,TempPass123!,Student2300839,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,40,False,0101880141
2300648,TempPass123!,Student2300648,1,1,2023-03-01,M,대전광역시 유성구 대학로 99,41,False,0107053623
2300105,TempPass123!,Student2300105,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,42,False,0106659334
2300803,TempPass123!,Student2300803,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,43,False,0107847574
2300057,TempPass123!,Student2300057,1,1,2023-03-01,F,전라북도 고창군 심원면 고창로 9,44,False,0107871739
2300717,TempPass123!,Student2300717,1,1,2023-03-01,F,전라북도 김제시 검산동 3길 5,45,False,0104265389
2300677,TempPass123!,Student2300677,1,1,2023-03-01,M,전라북도 완주군 구천면 완주로 88,46,False,0104438624
2300286,TempPass123!,Student2300286,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,47,False,0102641773
2300833,TempPass123!,Student2300833,1,1,2023-03-01,M,광주광역시 북구 효천로 101,48,False,0104371014
2300140,TempPass123!,Student2300140,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,49,False,0102299397
2300144,TempPass123!,Student2300144,1,1,2023-03-01,M,충청남도 청양군 청양읍 청양로 9,50,False,0109925821
2300060,TempPass123!,Student2300060,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,51,False,0104580662
2300591,TempPass123!,Student2300591,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,52,False,0107683248
2300312,TempPass123!,Student2300312,1,1,2023-03-01,F,전라북도 순창군 순창읍 원리로 27,53,False,0108569185
2300163,TempPass123!,Student2300163,1,1,2023-03-01,M,전라북도 장수군 장수읍 약수로 31,1,False,0107660394
2300022,TempPass123!,Student2300022,1,1,2023-03-01,F,광주광역시 북구 효천로 101,2,False,0105352422
2300709,TempPass123!,Student2300709,1,1,2023-03-01,F,전라북도 서천군 마량면 해양로 7,3,False,0104860170
2300632,TempPass123!,Student2300632,1,1,2023-03-01,F,전라북도 무주군 무주읍 태권대로 18,4,False,0108044738
2300690,TempPass123!,Student2300690,1,1,2023-03-01,M,전라북도 완주군 구천면 완주로 88,5,False,0103080727
2300526,TempPass123!,Student2300526,1,1,2023-03-01,F,충청남도 부여군 부여읍 관북리 45,6,False,0103965552
2300592,TempPass123!,Student2300592,1,1,2023-03-01,F,전라북도 고창군 심원면 고창로 9,7,False,0106813780
2300906,TempPass123!,Student2300906,1,1,2023-03-01,M,전라북도 임실군 성수면 임실로 22,8,False,0109185509
2300968,TempPass123!,Student2300968,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,9,False,0106191021
2300398,TempPass123!,Student2300398,1,1,2023-03-01,M,광주광역시 북구 효천로 101,10,False,0102629963
2300930,TempPass123!,Student2300930,1,1,2023-03-01,M,전라북도 정읍시 칠보면 정읍로 33,11,False,0105954516
2300710,TempPass123!,Student2300710,1,1,2023-03-01,M,전라북도 완주군 구천면 완주로 88,12,False,0103861751
2300038,TempPass123!,Student2300038,1,1,2023-03-01,M,전라북도 익산시 금마면 조촌길 10,13,False,0105823786
2300377,TempPass123!,Student2300377,1,1,2023-03-01,F,충청남도 계룡시 엄사면 충청대로 33,14,False,0106864401
2300348,TempPass123!,Student2300348,1,1,2023-03-01,F,전라북도 남원시 금동로 5,15,False,0103012996
2300979,TempPass123!,Student2300979,1,1,2023-03-01,M,충청남도 논산시 강경읍 논산로 14,16,False,0102447065
2300510,TempPass123!,Student2300510,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,17,False,0105637432
2300331,TempPass123!,Student2300331,1,1,2023-03-01,F,전라북도 부안군 변산면 해수욕장길 12,18,False,0108060011
2300513,TempPass123!,Student2300513,1,1,2023-03-01,F,충청남도 부여군 부여읍 관북리 45,19,False,0103128069
2300277,TempPass123!,Student2300277,1,1,2023-03-01,F,전라북도 고창군 심원면 고창로 9,20,False,0102625466
2300867,TempPass123!,Student2300867,1,1,2023-03-01,F,서울특별시 종로구 세종로 1,21,False,0101111849
2300564,TempPass123!,Student2300564,1,1,2023-03-01,M,전라북도 완주군 구천면 완주로 88,22,False,0105624032
2300647,TempPass123!,Student2300647,1,1,2023-03-01,M,전라북도 부안군 변산면 해수욕장길 12,23,False,0101935902
2300870,TempPass123!,Student2300870,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,24,False,0105543628
2300832,TempPass123!,Student2300832,1,1,2023-03-01,M,충청남도 부여군 부여읍 관북리 45,25,False,0101353737
2300491,TempPass123!,Student2300491,1,1,2023-03-01,M,전라북도 군산시 대학로 120,26,False,0102430328
2300985,TempPass123!,Student2300985,1,1,2023-03-01,M,전라북도 고창군 심원면 고창로 9,27,False,0107935042
2300311,TempPass123!,Student2300311,1,1,2023-03-01,F,충청남도 청양군 청양읍 청양로 9,28,False,0106604538
2300412,TempPass123!,Student2300412,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,29,False,0109118556
2300626,TempPass123!,Student2300626,1,1,2023-03-01,F,광주광역시 북구 효천로 101,30,False,0103004946
2300911,TempPass123!,Student2300911,1,1,2023-03-01,F,전라북도 임실군 성수면 임실로 22,31,False,0104553748
2300406,TempPass123!,Student2300406,1,1,2023-03-01,F,전라북도 남원시 금동로 5,32,False,0105597947
2300068,TempPass123!,Student2300068,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,33,False,0104138604
2300508,TempPass123!,Student2300508,1,1,2023-03-01,F,전라북도 고창군 심원면 고창로 9,34,False,0106764784
2300565,TempPass123!,Student2300565,1,1,2023-03-01,F,전라북도 군산시 대학로 120,35,False,0103224555
2300197,TempPass123!,Student2300197,1,1,2023-03-01,M,충청남도 공주시 금성동 공주로 21,36,False,0103842989
2300657,TempPass123!,Student2300657,1,1,2023-03-01,M,전라북도 고창군 심원면 고창로 9,37,False,0106004012
2300429,TempPass123!,Student2300429,1,1,2023-03-01,F,서울특별시 종로구 세종로 1,38,False,0109119253
2300380,TempPass123!,Student2300380,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,39,False,0101527866
2300562,TempPass123!,Student2300562,1,1,2023-03-01,F,부산광역시 해운대구 우동 1408,40,False,0103901455
2300929,TempPass123!,Student2300929,1,1,2023-03-01,M,전라북도 고창군 심원면 고창로 9,41,False,0105758831
2300169,TempPass123!,Student2300169,1,1,2023-03-01,F,충청남도 부여군 부여읍 관북리 45,42,False,0104165943
2300777,TempPass123!,Student2300777,1,1,2023-03-01,F,전라북도 익산시 금마면 조촌길 10,43,False,0108502287
2300598,TempPass123!,Student2300598,1,1,2023-03-01,M,전라북도 정읍시 칠보면 정읍로 33,44,False,0102159276
2300201,TempPass123!,Student2300201,1,1,2023-03-01,M,전라북도 장수군 장수읍 약수로 31,45,False,0103887785
2300855,TempPass123!,Student2300855,1,1,2023-03-01,F,광주광역시 북구 효천로 101,46,False,0104403624
2300302,TempPass123!,Student2300302,1,1,2023-03-01,F,인천광역시 연수구 송도동,47,False,0109902616
2300743,TempPass123!,Student2300743,1,1,2023-03-01,F,전라북도 남원시 금동로 5,48,False,0103528169
2300532,TempPass123!,Student2300532,1,1,2023-03-01,F,충청남도 계룡시 엄사면 충청대로 33,49,False,0109299976
2300791,TempPass123!,Student2300791,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,50,False,0105706910
2300138,TempPass123!,Student2300138,1,1,2023-03-01,F,전라북도 고창군 심원면 고창로 9,51,False,0104278534
2300947,TempPass123!,Student2300947,1,1,2023-03-01,F,전라북도 김제시 검산동 3길 5,52,False,0109585397
2300246,TempPass123!,Student2300246,1,1,2023-03-01,F,전라북도 무주군 무주읍 태권대로 18,53,False,0106141736
2300787,TempPass123!,Student2300787,1,1,2023-03-01,F,전라북도 서천군 마량면 해양로 7,1,False,0101936196
2300394,TempPass123!,Student2300394,1,1,2023-03-01,M,충청남도 공주시 금성동 공주로 21,2,False,0106577962
2300013,TempPass123!,Student2300013,1,1,2023-03-01,M,대구광역시 중구 동성로 5,3,False,0105179835
2300034,TempPass123!,Student2300034,1,1,2023-03-01,F,충청남도 부여군 부여읍 관북리 45,4,False,0102639816
2300521,TempPass123!,Student2300521,1,1,2023-03-01,M,전라북도 서천군 마량면 해양로 7,5,False,0107458070
2300899,TempPass123!,Student2300899,1,1,2023-03-01,F,전라북도 군산시 대학로 120,6,False,0105188365
2300500,TempPass123!,Student2300500,1,1,2023-03-01,M,전라북도 임실군 성수면 임실로 22,7,False,0102339393
2300692,TempPass123!,Student2300692,1,1,2023-03-01,M,전라북도 고창군 심원면 고창로 9,8,False,0109058527
2300173,TempPass123!,Student2300173,1,1,2023-03-01,M,전라북도 남원시 금동로 5,9,False,0101306090
2300332,TempPass123!,Student2300332,1,1,2023-03-01,F,전라북도 진안군 정천면 진안로 15,10,False,0109372132
2300628,TempPass123!,Student2300628,1,1,2023-03-01,F,서울특별시 종로구 세종로 1,11,False,0102921947
2300552,TempPass123!,Student2300552,1,1,2023-03-01,M,전라북도 임실군 성수면 임실로 22,12,False,0101996318
2300829,TempPass123!,Student2300829,1,1,2023-03-01,F,서울특별시 종로구 세종로 1,13,False,0105255715
2300896,TempPass123!,Student2300896,1,1,2023-03-01,F,전라북도 진안군 정천면 진안로 15,14,False,0105441314
2300234,TempPass123!,Student2300234,1,1,2023-03-01,F,전라북도 김제시 검산동 3길 5,15,False,0106750225
2300572,TempPass123!,Student2300572,1,1,2023-03-01,F,충청남도 계룡시 엄사면 충청대로 33,16,False,0102143385
2300627,TempPass123!,Student2300627,1,1,2023-03-01,M,전라북도 무주군 무주읍 태권대로 18,17,False,0104888032
2300679,TempPass123!,Student2300679,1,1,2023-03-01,M,인천광역시 연수구 송도동,18,False,0101022252
2300925,TempPass123!,Student2300925,1,1,2023-03-01,M,전라북도 무주군 무주읍 태권대로 18,19,False,0102038571
2300044,TempPass123!,Student2300044,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,20,False,0108159930
2300174,TempPass123!,Student2300174,1,1,2023-03-01,M,전라북도 순창군 순창읍 원리로 27,21,False,0108232096
2300187,TempPass123!,Student2300187,1,1,2023-03-01,M,서울특별시 종로구 세종로 1,22,False,0104483550
2300293,TempPass123!,Student2300293,1,1,2023-03-01,F,전라북도 군산시 대학로 120,23,False,0102623027
2300596,TempPass123!,Student2300596,1,1,2023-03-01,F,대구광역시 중구 동성로 5,24,False,0104311307
2300590,TempPass123!,Student2300590,1,1,2023-03-01,F,충청남도 청양군 청양읍 청양로 9,25,False,0107415897
2300509,TempPass123!,Student2300509,1,1,2023-03-01,M,전라북도 완주군 구천면 완주로 88,26,False,0106751593
2300118,TempPass123!,Student2300118,1,1,2023-03-01,F,대전광역시 유성구 대학로 99,27,False,0108609165
2300476,TempPass123!,Student2300476,1,1,2023-03-01,M,충청남도 금산군 금산읍 금산로 16,28,False,0106057177
2300200,TempPass123!,Student2300200,1,1,2023-03-01,F,충청남도 부여군 부여읍 관북리 45,29,False,0104162256
2300151,TempPass123!,Student2300151,1,1,2023-03-01,F,서울특별시 종로구 세종로 1,30,False,0107835994
2300263,TempPass123!,Student2300263,1,1,2023-03-01,M,충청남도 공주시 금성동 공주로 21,31,False,0102137739
2300306,TempPass123!,Student2300306,1,1,2023-03-01,F,전라북도 남원시 금동로 5,32,False,0107213298
2300545,TempPass123!,Student2300545,1,1,2023-03-01,M,전라북도 전주시 완산구 중앙로 50,33,False,0101366353
2300620,TempPass123!,Student2300620,1,1,2023-03-01,M,광주광역시 북구 효천로 101,34,False,0102806352
2300183,TempPass123!,Student2300183,1,1,2023-03-01,M,충청남도 청양군 청양읍 청양로 9,35,False,0106091500
2300722,TempPass123!,Student2300722,1,1,2023-03-01,F,전라북도 서천군 마량면 해양로 7,36,False,0106900089
2300796,TempPass123!,Student2300796,1,1,2023-03-01,M,전라북도 익산시 금마면 조촌길 10,37,False,0107281141
2300524,TempPass123!,Student2300524,1,1,2023-03-01,F,충청남도 계룡시 엄사면 충청대로 33,38,False,0102409990
2300471,TempPass123!,Student2300471,1,1,2023-03-01,M,전라북도 순창군 순창읍 원리로 27,39,False,0103816171
2300518,TempPass123!,Student2300518,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,40,False,0102366965
2300799,TempPass123!,Student2300799,1,1,2023-03-01,F,전라북도 군산시 대학로 120,41,False,0104506553
2300269,TempPass123!,Student2300269,1,1,2023-03-01,F,전라북도 정읍시 칠보면 정읍로 33,42,False,0106202286
2300407,TempPass123!,Student2300407,1,1,2023-03-01,M,전라북도 익산시 금마면 조촌길 10,43,False,0106020369
2300666,TempPass123!,Student2300666,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,44,False,0101780620
2300550,TempPass123!,Student2300550,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,45,False,0103273292
2300442,TempPass123!,Student2300442,1,1,2023-03-01,M,부산광역시 해운대구 우동 1408,46,False,0104313083
2300006,TempPass123!,Student2300006,1,1,2023-03-01,F,전라북도 서천군 마량면 해양로 7,47,False,0107581094
2300481,TempPass123!,Student2300481,1,1,2023-03-01,F,전라북도 전주시 완산구 중앙로 50,48,False,0101590728
2300673,TempPass123!,Student2300673,1,1,2023-03-01,M,전라북도 진안군 정천면 진안로 15,49,False,0104833793
2300097,TempPass123!,Student2300097,1,1,2023-03-01,F,전라북도 임실군 성수면 임실로 22,50,False,0104546879
2300696,TempPass123!,Student2300696,1,1,2023-03-01,F,전라북도 부안군 변산면 해수욕장길 12,51,False,0102540749
2300294,TempPass123!,Student2300294,1,1,2023-03-01,M,전라북도 순창군 순창읍 원리로 27,52,False,0107911575
2300373,TempPass123!,Student2300373,1,1,2023-03-01,M,충청남도 논산시 강경읍 논산로 14,53,False,0109920871
2300511,TempPass123!,Student2300511,1,1,2023-03-01,F,충청남도 보령시 대천4동 해수욕장로 8,1,False,0106280380
2300283,TempPass123!,Student2300283,1,1,2023-03-01,M,전라북도 부안군 변산면 해수욕장길 12,2,False,0109687983
2300661,TempPass123!,Student2300661,1,1,2023-03-01,F,전라북도 진안군 정천면 진안로 15,3,False,0109624575
2300270,TempPass123!,Student2300270,1,1,2023-03-01,F,전라북도 남원시 금동로 5,4,False,0105914985
2300390,TempPass123!,Student2300390,1,1,2023-03-01,F,전라북도 임실군 성수면 임실로 22,5,False,0105959811
2300761,TempPass123!,Student2300761,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,6,False,0103720158
2300259,TempPass123!,Student2300259,1,1,2023-03-01,F,전라북도 고창군 심원면 고창로 9,7,False,0107647810
2300166,TempPass123!,Student2300166,1,1,2023-03-01,F,전라북도 고창군 심원면 고창로 9,8,False,0102832611
2300570,TempPass123!,Student2300570,1,1,2023-03-01,F,충청남도 금산군 금산읍 금산로 16,9,False,0102760271
2300399,TempPass123!,Student2300399,1,1,2023-03-01,F,충청남도 논산시 강경읍 논산로 14,10,False,0105487971
2300669,TempPass123!,Student2300669,1,1,2023-03-01,M,부산광역시 해운대구 우동 1408,11,False,0106634475
2300450,TempPass123!,Student2300450,1,1,2023-03-01,M,충청남도 금산군 금산읍 금산로 16,12,False,0106558290
2300847,TempPass123!,Student2300847,1,1,2023-03-01,F,전라북도 정읍시 칠보면 정읍로 33,13,False,0108119248
2300404,TempPass123!,Student2300404,1,1,2023-03-01,F,전라북도 완주군 구천면 완주로 88,14,False,0103181094
2300475,TempPass123!,Student2300475,1,1,2023-03-01,F,충청남도 계룡시 엄사면 충청대로 33,15,False,0106997411
2300802,TempPass123!,Student2300802,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,16,False,0104426892
2300936,TempPass123!,Student2300936,1,1,2023-03-01,F,충청남도 논산시 강경읍 논산로 14,17,False,0105226976
2300094,TempPass123!,Student2300094,1,1,2023-03-01,M,충청남도 계룡시 엄사면 충청대로 33,18,False,0103312905
2300904,TempPass123!,Student2300904,1,1,2023-03-01,F,전라북도 부안군 변산면 해수욕장길 12,19,False,0102024388
2300503,TempPass123!,Student2300503,1,1,2023-03-01,F,충청남도 공주시 금성동 공주로 21,20,False,0103441150
2300258,TempPass123!,Student2300258,1,1,2023-03-01,M,충청남도 부여군 부여읍 관북리 45,21,False,0101582604
2300926,TempPass123!,Student2300926,1,1,2023-03-01,F,전라북도 무주군 무주읍 태권대로 18,22,False,0103524553
2300220,TempPass123!,Student2300220,1,1,2023-03-01,F,인천광역시 연수구 송도동,23,False,0106727584
2300639,TempPass123!,Student2300639,1,1,2023-03-01,M,전라북도 김제시 검산동 3길 5,24,False,0104443657
2300473,TempPass123!,Student2300473,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,25,False,0109773796
2300811,TempPass123!,Student2300811,1,1,2023-03-01,F,전라북도 정읍시 칠보면 정읍로 33,26,False,0102575102
2300046,TempPass123!,Student2300046,1,1,2023-03-01,F,부산광역시 해운대구 우동 1408,27,False,0109509231
2300938,TempPass123!,Student2300938,1,1,2023-03-01,F,전라북도 장수군 장수읍 약수로 31,28,False,0104131285
